8.50733,1.866,1.866
10.4067,4.80033,4.80033
15.207,5.067,5.067
64.4403,0.7,0.7
65.4737,1.03367,1.03367
66.5407,4.39933,4.39933
70.94,5.067,5.067
76.007,2.1,2.1
148.84,0.933333,0.933333
156.107,3.23367,3.23367
162.373,2.03333,2.03333
164.973,0.866667,0.866667
165.84,5.73367,5.73367
172.274,5.066,5.066
177.34,3.2,3.2
243.207,2.3,2.3
245.507,2.13333,2.13333
247.74,5.267,5.267
254.473,2.86667,2.86667
257.34,1.067,1.067
258.407,0.566667,0.566667
259.007,1.66667,1.66667
261.74,1.33333,1.33333
265.041,1.36667,1.36667
269.407,1.06667,1.06667
270.473,1.03333,1.03333
275.207,1.63333,1.63333
277.374,0.9,0.9
278.274,7.76633,7.76633
286.073,2.73367,2.73367
288.807,5.067,5.067
293.874,5.066,5.066
298.94,3.46667,3.46667
317.773,1.0,1.0
318.773,0.633667,0.633667
319.974,4.30033,4.30033
324.274,5.066,5.066
329.34,3.43333,3.43333
366.474,1.06667,1.06667
368.607,1.03333,1.03333
369.874,5.066,5.066
374.94,5.067,5.067
380.007,1.53333,1.53333
396.34,0.6,0.6
397.307,1.03333,1.03333
398.574,1.70033,1.70033
400.274,5.066,5.066
405.34,5.067,5.067
410.407,3.66667,3.66667
459.174,0.533333,0.533333
459.707,0.966667,0.966667
460.907,1.067,1.067
462.007,4.13267,4.13267
466.14,5.067,5.067
471.207,5.067,5.067
476.274,1.26667,1.26667
586.241,0.666667,0.666667
588.84,3.967,3.967
593.307,1.7,1.7
595.774,1.6,1.6
599.307,1.86667,1.86667
604.44,1.83333,1.83333
606.907,0.933333,0.933333
607.84,22.834,22.834
630.707,2.63267,2.63267
633.34,5.067,5.067
638.407,5.067,5.067
643.474,1.0,1.0
696.907,1.03333,1.03333
698.007,0.766667,0.766667
699.207,5.067,5.067
704.274,5.066,5.066
709.34,2.4,2.4
803.407,0.666667,0.666667
804.34,1.06667,1.06667
805.607,5.067,5.067
810.674,3.5,3.5
838.874,0.7,0.7
840.007,1.067,1.067
841.074,5.066,5.066
846.14,5.067,5.067
851.207,4.4,4.4
934.907,0.666667,0.666667
947.974,1.83333,1.83333
952.873,2.03333,2.03333
955.507,0.866667,0.866667
956.373,13.0,13.0
969.407,3.40033,3.40033
972.807,5.067,5.067
977.874,3.93333,3.93333
1075.07,1.16667,1.16667
1076.24,1.06667,1.06667
1077.34,1.867,1.867
1079.21,5.067,5.067
1084.27,5.066,5.066
1089.34,0.666667,0.666667
1133.04,1.89933,1.89933
1134.94,0.566667,0.566667
1160.91,2.73333,2.73333
1166.77,1.93333,1.93333
1169.31,0.833333,0.833333
1170.14,9.16733,9.16733
1179.81,0.732667,0.732667
1180.54,7.40033,7.40033
1210.94,0.8,0.8
1211.74,0.933333,0.933333
1217.31,0.833333,0.833333
1245.07,0.666667,0.666667
1245.74,0.566667,0.566667
1267.87,0.533333,0.533333
1272.54,1.16667,1.16667
1334.24,0.666667,0.666667
1334.97,0.933333,0.933333
1335.91,3.30033,3.30033
1339.37,6.23267,6.23267
1347.07,0.667,0.667
1347.74,3.83333,3.83333
1351.61,1.20033,1.20033
1354.14,1.56667,1.56667
1357.64,1.43267,1.43267
1362.21,0.733667,0.733667
1362.94,1.2,1.2
1368.01,1.46667,1.46667
1370.07,0.9,0.9
1370.97,13.1,13.1
1384.11,1.0,1.0
1385.24,3.03267,3.03267
1388.27,5.067,5.067
1393.34,2.83333,2.83333
1439.41,0.8,0.8
1452.51,1.46667,1.46667
1457.21,0.7,0.7
1457.91,1.1,1.1
1462.44,0.7,0.7
1463.14,1.13267,1.13267
1465.04,0.8,0.8
1465.84,12.734,12.734
1479.47,6.067,6.067
1535.21,0.766667,0.766667
1535.97,3.33333,3.33333
1539.34,0.932667,0.932667
1540.27,6.20033,6.20033
1584.47,0.8,0.8
1585.37,2.666,2.666
1588.24,5.20033,5.20033
1605.64,0.700333,0.700333
1609.37,0.566667,0.566667
1610.37,0.833667,0.833667
1614.94,0.6,0.6
1615.54,0.732667,0.732667
1617.37,0.866667,0.866667
1618.24,11.634,11.634
1629.91,1.566,1.566
1631.47,5.067,5.067
1636.54,5.067,5.067
1641.61,4.66667,4.66667
1663.31,0.7,0.7
1664.31,1.3,1.3
1665.61,1.03333,1.03333
1666.94,5.067,5.067
1672.01,5.066,5.066
1677.07,2.9,2.9
1767.34,0.633333,0.633333
1773.34,0.733333,0.733333
1774.07,1.03333,1.03333
1775.14,3.267,3.267
1778.41,5.066,5.066
1783.47,3.5,3.5
1812.14,0.633333,0.633333
1819.31,0.733333,0.733333
1822.11,0.833333,0.833333
1825.31,1.8,1.8
1830.41,1.73333,1.73333
1832.74,0.833333,0.833333
1833.57,11.8667,11.8667
1846.01,3.33367,3.33367
1849.34,4.36667,4.36667
1876.91,0.766667,0.766667
1889.97,3.66667,3.66667
1896.91,1.8,1.8
1902.44,1.63333,1.63333
1904.64,0.866,0.866
1905.51,5.867,5.867
1911.41,3.80033,3.80033
1915.21,5.066,5.066
1920.27,3.56667,3.56667
1942.47,0.633333,0.633333
1943.47,0.9,0.9
1944.37,1.03333,1.03333
1945.61,5.066,5.066
1950.67,5.067,5.067
1955.74,2.06667,2.06667
2034.64,0.533333,0.533333
2036.81,0.833333,0.833333
2038.74,0.933333,0.933333
2041.87,0.833333,0.833333
2044.77,2.167,2.167
2050.47,1.53367,1.53367
2055.37,1.03333,1.03333
2056.41,0.666,0.666
2057.91,0.9,0.9
2059.44,13.4333,13.4333
2073.41,3.93367,3.93367
2077.34,5.067,5.067
2082.41,5.066,5.066
2087.47,3.56667,3.56667
2148.27,0.6,0.6
2148.87,3.43333,3.43333
2152.31,1.067,1.067
2153.74,4.667,4.667
2158.41,5.066,5.066
2163.47,2.4,2.4
2209.47,1.03333,1.03333
2210.54,3.60033,3.60033
2214.14,5.067,5.067
2219.21,5.066,5.066
2224.27,1.43333,1.43333
2297.17,2.53333,2.53333
2302.91,1.86667,1.86667
2305.37,0.933333,0.933333
2306.31,7.767,7.767
2314.11,1.366,1.366
2315.47,5.067,5.067
2320.54,5.067,5.067
2325.61,5.066,5.066
2330.67,1.73333,1.73333
2393.97,0.7,0.7
2395.27,1.267,1.267
2396.54,0.766667,0.766667
2397.31,0.6,0.6
2397.94,3.667,3.667
2401.61,5.066,5.066
2406.67,1.4,1.4
2408.81,1.1,1.1
2422.11,3.23333,3.23333
2425.64,1.2,1.2
2426.84,0.833667,0.833667
2427.71,4.30033,4.30033
2432.01,5.066,5.066
2437.07,5.067,5.067
2442.14,2.83333,2.83333
2450.34,0.7,0.7
2451.47,0.799333,0.799333
2452.27,1.1,1.1
2453.37,6.667,6.667
2460.07,2.33367,2.33367
2462.41,5.066,5.066
2467.47,5.067,5.067
2528.27,0.566667,0.566667
2529.24,1.03333,1.03333
2530.31,3.03367,3.03367
2533.34,5.067,5.067
2538.41,5.066,5.066
2543.47,2.36667,2.36667
2611.57,0.733333,0.733333
