start,duration,end
1.0,24.833,26.467
31.234,24.8,56.034
63.301,11.2,74.50099999999999
76.367,9.2,85.56700000000001
101.8,5.4670000000000005,107.26700000000001
121.0,13.501000000000001,135.301
148.133,15.168,163.301
245.667,11.033000000000001,257.567
322.933,0.967,323.9
326.933,28.935999999999996,357.301
379.8,7.7,387.5
388.667,9.333,398.0
426.133,10.168,436.50100000000003
448.8,1.0,449.8
452.867,2.034,454.901
458.333,20.500999999999998,480.067
551.8,1.3,553.0999999999999
556.167,28.034,585.234
621.867,2.033,623.9
626.933,2.034,628.967
632.367,26.331999999999997,660.8670000000001
669.933,14.434000000000001,685.133
688.167,8.601,697.2669999999999
712.333,12.634,724.967
730.333,10.232000000000001,740.7330000000001
741.933,3.101,745.034
763.8,9.437,774.6
832.467,1.833,834.3
835.701,7.932,844.4670000000001
851.933,16.166,869.634
886.101,9.335,899.3009999999999
933.0,2.733,935.733
937.301,12.235,950.501
953.267,12.834,966.101
1020.6,13.434,1034.597
1066.67,2.6,1069.27
1072.33,28.534,1101.3
1146.2,1.234,1147.434
1149.3,10.8,1160.098
1242.53,10.633999999999999,1254.0339999999999
1285.03,1.2,1286.23
1287.3,9.499,1296.797
1357.37,1.067,1358.437
1361.5,25.766,1388.1989999999998
1475.67,14.998999999999999,1491.266
1534.47,1.133,1535.603
1560.73,2.168,1562.898
1565.97,19.000999999999998,1585.9669999999999
1732.17,9.6,1741.897
1757.97,2.033,1760.003
1763.33,13.9,1777.8000000000002
1779.3,14.065000000000001,1796.466
1817.5,14.032,1832.1299999999999
1903.27,10.367,1914.433
1962.33,0.968,1963.298
1966.37,29.866,1997.203
2078.7,1.5,2080.2
2083.3,1.966,2085.266
2088.6,14.734000000000002,2104.766
2117.2,1.2,2118.3999999999996
2119.97,8.434999999999999,2129.301
2204.4,1.234,2205.634
2207.97,7.436999999999999,2217.298
2257.5,1.433,2258.933
2262.0,14.467,2276.866
2278.07,11.401,2290.3669999999997
2302.27,7.301,2310.4660000000003
2312.07,4.933,2317.003
2402.27,1.2,2403.47
2406.53,12.167,2419.9320000000002
2423.3,12.199,2435.4990000000003
2452.13,11.067,2463.634
2467.3,9.367,2477.2670000000003
2480.2,5.101,2485.3039999999996
2497.8,2.933,2500.732
2516.0,8.335,2525.298
2532.2,5.634,2538.732
2543.3,6.965999999999999,2550.27
2585.7,4.668,2590.8
2606.2,6.568,2613.2980000000002
2619.3,8.832,2628.136
2631.3,7.632,2638.933
2644.33,4.536,2649.298
2663.8,1.667,2665.467
2667.3,6.263999999999999,2674.129
2687.8,17.034,2704.8300000000004
2746.87,1.234,2748.104
2749.3,15.632,2764.929
2794.73,16.168,2812.1009999999997
2902.57,12.633,2915.599
2978.53,0.934,2979.4640000000004
2982.5,37.165000000000006,3020.834
3076.33,1.2,3077.5299999999997
3078.73,12.934,3091.664
3147.53,1.2,3148.73
3149.93,12.469000000000001,3163.301
3262.8,2.6,3265.4
